sent_text,variable,label_issue,label_text,party,before,after
"Vanochtend hebben negen partijen - VVD , GroenLinks-PvdA , D66 , CDA , Partij voor de Dieren , SP , Volt , Bij1 en 50Plus - laten weten hun handtekeningen onder de afspraken te zetten .",conflict,Nee,issue_no,VVD,Wat is strategisch stemmen ?,NSC en BBB doen het niet .
"Vanochtend hebben negen partijen - VVD , GroenLinks-PvdA , D66 , CDA , Partij voor de Dieren , SP , Volt , Bij1 en 50Plus - laten weten hun handtekeningen onder de afspraken te zetten .",succes en falen,Nee,issue_no,VVD,Wat is strategisch stemmen ?,NSC en BBB doen het niet .
"Tijdens het debat van NOS op 3 speelden lijsttrekkers Frans Timmermans en Pieter Omtzigt samen het spel 30 seconds , maar dan in één minuut .",issue position,Nee,issue_no,GL/PvdA,En dan nog even dit :,Of ze een beetje konden samenwerken zie je hier :
"Tijdens het debat van NOS op 3 speelden lijsttrekkers Frans Timmermans en Pieter Omtzigt samen het spel 30 seconds , maar dan in één minuut .",conflict,Nee,issue_no,GL/PvdA,En dan nog even dit :,Of ze een beetje konden samenwerken zie je hier :
"Tijdens het debat van NOS op 3 speelden lijsttrekkers Frans Timmermans en Pieter Omtzigt samen het spel 30 seconds , maar dan in één minuut .",succes en falen,Nee,issue_no,GL/PvdA,En dan nog even dit :,Of ze een beetje konden samenwerken zie je hier :
"Henri Bontenbal te gast bij NOS , waar staan hij en zijn partij voor ?",issue position,Nee,issue_no,CDA,En er is een nieuwe site die partijprogramma's begrijpelijker maakt .,"Via Partijplein kun je standpunten lezen in een makkelijkere óf andere taal , waardoor de verkiezingen een stukje toegankelijker worden ."
"Henri Bontenbal te gast bij NOS , waar staan hij en zijn partij voor ?",conflict,Nee,issue_no,CDA,En er is een nieuwe site die partijprogramma's begrijpelijker maakt .,"Via Partijplein kun je standpunten lezen in een makkelijkere óf andere taal , waardoor de verkiezingen een stukje toegankelijker worden ."
"Henri Bontenbal te gast bij NOS , waar staan hij en zijn partij voor ?",succes en falen,Nee,issue_no,CDA,En er is een nieuwe site die partijprogramma's begrijpelijker maakt .,"Via Partijplein kun je standpunten lezen in een makkelijkere óf andere taal , waardoor de verkiezingen een stukje toegankelijker worden ."
In de dagelijkse podcast De Campagne Stemming staan Xander van der Wulp en Joost Vullings onder meer stil bij de verschillen tussen de SP en GroenLinks/PvdA .,issue position,Nee,issue_no,GL/PvdA,"Sinds die tijd zijn de partijleider en zijn partij met regelmaat onderwerp van controverse , onder meer toen Baudet het coronabeleid met de Holocaust vergeleek en toen hij zei dat de wereld wordt geregeerd door reptielachtigen .",Ook zijn pro-Russische opstelling doet regelmatig de wenkbrauwen fronsen .
In de dagelijkse podcast De Campagne Stemming staan Xander van der Wulp en Joost Vullings onder meer stil bij de verschillen tussen de SP en GroenLinks/PvdA .,conflict,Nee,issue_no,GL/PvdA,"Sinds die tijd zijn de partijleider en zijn partij met regelmaat onderwerp van controverse , onder meer toen Baudet het coronabeleid met de Holocaust vergeleek en toen hij zei dat de wereld wordt geregeerd door reptielachtigen .",Ook zijn pro-Russische opstelling doet regelmatig de wenkbrauwen fronsen .
In de dagelijkse podcast De Campagne Stemming staan Xander van der Wulp en Joost Vullings onder meer stil bij de verschillen tussen de SP en GroenLinks/PvdA .,succes en falen,Nee,issue_no,GL/PvdA,"Sinds die tijd zijn de partijleider en zijn partij met regelmaat onderwerp van controverse , onder meer toen Baudet het coronabeleid met de Holocaust vergeleek en toen hij zei dat de wereld wordt geregeerd door reptielachtigen .",Ook zijn pro-Russische opstelling doet regelmatig de wenkbrauwen fronsen .
Of in hem een toekomstig Minister voor Sport schuilt ?,issue position,Nee,issue_no,Overig,"Als we vasthouden aan de macht van mensen die zijn opgegroeid met het cognitieve , komen we geen stap verder . ""","Dat Nederland geen volwaardige minister van Sport heeft , toont volgens Liefers aan dat sport niet serieus wordt genomen ."
Of in hem een toekomstig Minister voor Sport schuilt ?,conflict,Nee,issue_no,Overig,"Als we vasthouden aan de macht van mensen die zijn opgegroeid met het cognitieve , komen we geen stap verder . ""","Dat Nederland geen volwaardige minister van Sport heeft , toont volgens Liefers aan dat sport niet serieus wordt genomen ."
Of in hem een toekomstig Minister voor Sport schuilt ?,succes en falen,Nee,issue_no,Overig,"Als we vasthouden aan de macht van mensen die zijn opgegroeid met het cognitieve , komen we geen stap verder . ""","Dat Nederland geen volwaardige minister van Sport heeft , toont volgens Liefers aan dat sport niet serieus wordt genomen ."
Omtzigt voelt nog steeds niets voor regeren met Wilders,issue position,Ja,issue_yes,NSC,17:18,Schoonmaakactie besmeurde spandoeken BBB
Omtzigt voelt nog steeds niets voor regeren met Wilders,conflict,Ja,issue_yes,NSC,17:18,Schoonmaakactie besmeurde spandoeken BBB
Omtzigt voelt nog steeds niets voor regeren met Wilders,succes en falen,Nee,issue_no,NSC,17:18,Schoonmaakactie besmeurde spandoeken BBB
gesprek met lijsttrekker,issue position,Nee,issue_no,Overig,Hij wijst erop dat stembureaus publiek toegankelijk moeten zijn .,""" En als gevangenissen publiek toegankelijk zijn , komen er niet alleen maar mensen binnen , maar lopen er misschien ook wel mensen naar buiten ."
gesprek met lijsttrekker,conflict,Nee,issue_no,Overig,Hij wijst erop dat stembureaus publiek toegankelijk moeten zijn .,""" En als gevangenissen publiek toegankelijk zijn , komen er niet alleen maar mensen binnen , maar lopen er misschien ook wel mensen naar buiten ."
gesprek met lijsttrekker,succes en falen,Nee,issue_no,Overig,Hij wijst erop dat stembureaus publiek toegankelijk moeten zijn .,""" En als gevangenissen publiek toegankelijk zijn , komen er niet alleen maar mensen binnen , maar lopen er misschien ook wel mensen naar buiten ."
"Er komen 16 lijsttrekkers , alleen Pieter Omtzigt van Nieuw Sociaal Contract komt niet .",issue position,Nee,issue_no,NSC,Nieuwsuur,@Nieuwsuur
"Er komen 16 lijsttrekkers , alleen Pieter Omtzigt van Nieuw Sociaal Contract komt niet .",conflict,Nee,issue_no,NSC,Nieuwsuur,@Nieuwsuur
"Er komen 16 lijsttrekkers , alleen Pieter Omtzigt van Nieuw Sociaal Contract komt niet .",succes en falen,Nee,issue_no,NSC,Nieuwsuur,@Nieuwsuur
PVV en FvD grootste bij scholieren en studenten mbo,issue position,Nee,issue_no,PVV,"Daarna is zijn beveiliging fors opgeschroefd , zei de Forum-leider .","Hoe dit dan toch kon gebeuren , is niet duidelijk ."
PVV en FvD grootste bij scholieren en studenten mbo,conflict,Nee,issue_no,PVV,"Daarna is zijn beveiliging fors opgeschroefd , zei de Forum-leider .","Hoe dit dan toch kon gebeuren , is niet duidelijk ."
PVV en FvD grootste bij scholieren en studenten mbo,succes en falen,Ja,issue_yes,PVV,"Daarna is zijn beveiliging fors opgeschroefd , zei de Forum-leider .","Hoe dit dan toch kon gebeuren , is niet duidelijk ."
Lijsttrekker Lilian Marijnissen is te gast .,issue position,Nee,issue_no,Overig,Vanavond staat de hele uitzending in het teken van de SP : wat heeft de partij bereikt en waar staat de partij nu ?,Kijk hier alle vorige interviews terug .
Lijsttrekker Lilian Marijnissen is te gast .,conflict,Nee,issue_no,Overig,Vanavond staat de hele uitzending in het teken van de SP : wat heeft de partij bereikt en waar staat de partij nu ?,Kijk hier alle vorige interviews terug .
Lijsttrekker Lilian Marijnissen is te gast .,succes en falen,Nee,issue_no,Overig,Vanavond staat de hele uitzending in het teken van de SP : wat heeft de partij bereikt en waar staat de partij nu ?,Kijk hier alle vorige interviews terug .
""" We zien vooral bij kiezers met een niet-Europese migratieachtergrond die Denk of NSC willen gaan stemmen dat zij discriminatie ervaren en vinden dat hun belangen niet behartigd worden . """,issue position,Nee,issue_no,NSC,"In het onderzoek is specifiek gevraagd naar het thema discriminatie , omdat het onderwerp veel leeft onder kiezers van onder andere Denk en Bij1 .",Kiezers met een migratieachtergrond die van plan zijn op VVD of D66 te gaan stemmen ervaren wel voldoende vertegenwoordiging .
""" We zien vooral bij kiezers met een niet-Europese migratieachtergrond die Denk of NSC willen gaan stemmen dat zij discriminatie ervaren en vinden dat hun belangen niet behartigd worden . """,conflict,Ja,issue_yes,NSC,"In het onderzoek is specifiek gevraagd naar het thema discriminatie , omdat het onderwerp veel leeft onder kiezers van onder andere Denk en Bij1 .",Kiezers met een migratieachtergrond die van plan zijn op VVD of D66 te gaan stemmen ervaren wel voldoende vertegenwoordiging .
""" We zien vooral bij kiezers met een niet-Europese migratieachtergrond die Denk of NSC willen gaan stemmen dat zij discriminatie ervaren en vinden dat hun belangen niet behartigd worden . """,succes en falen,Nee,issue_no,NSC,"In het onderzoek is specifiek gevraagd naar het thema discriminatie , omdat het onderwerp veel leeft onder kiezers van onder andere Denk en Bij1 .",Kiezers met een migratieachtergrond die van plan zijn op VVD of D66 te gaan stemmen ervaren wel voldoende vertegenwoordiging .
Chris Stoffer ( SGP ) beantwoordt kijkersvragen op YouTube,conflict,Nee,issue_no,SGP,"Dat geldt ook voor de suggestie van de SGP om de doodstraf weer in te voeren , zoals Chris Stoffer vanmorgen in het NOS Radio 1 Journaal toelichtte .",Denk gaat volgens advocaten te ver bij het voorstel voor een verplichting van chemische castratie voor pedoseksuelen .
Chris Stoffer ( SGP ) beantwoordt kijkersvragen op YouTube,issue position,Ja,issue_yes,SGP,"Dat geldt ook voor de suggestie van de SGP om de doodstraf weer in te voeren , zoals Chris Stoffer vanmorgen in het NOS Radio 1 Journaal toelichtte .",Denk gaat volgens advocaten te ver bij het voorstel voor een verplichting van chemische castratie voor pedoseksuelen .
Chris Stoffer ( SGP ) beantwoordt kijkersvragen op YouTube,succes en falen,Nee,issue_no,SGP,"Dat geldt ook voor de suggestie van de SGP om de doodstraf weer in te voeren , zoals Chris Stoffer vanmorgen in het NOS Radio 1 Journaal toelichtte .",Denk gaat volgens advocaten te ver bij het voorstel voor een verplichting van chemische castratie voor pedoseksuelen .
Omtzigt van Nieuw Sociaal Contract was er niet bij .,issue position,Nee,issue_no,NSC,De groep Nederlanders die gisteren de grens overstak van Gaza naar Egypte komt vanmiddag in Nederland aan .,Volgens NOS-verslaggever Xander van der Wulp was vooral de confrontatie tussen VVD-leider Yesilgöz en PVV-leider Wilders bij het thema migratie opvallend .
Omtzigt van Nieuw Sociaal Contract was er niet bij .,conflict,Nee,issue_no,NSC,De groep Nederlanders die gisteren de grens overstak van Gaza naar Egypte komt vanmiddag in Nederland aan .,Volgens NOS-verslaggever Xander van der Wulp was vooral de confrontatie tussen VVD-leider Yesilgöz en PVV-leider Wilders bij het thema migratie opvallend .
Omtzigt van Nieuw Sociaal Contract was er niet bij .,succes en falen,Nee,issue_no,NSC,De groep Nederlanders die gisteren de grens overstak van Gaza naar Egypte komt vanmiddag in Nederland aan .,Volgens NOS-verslaggever Xander van der Wulp was vooral de confrontatie tussen VVD-leider Yesilgöz en PVV-leider Wilders bij het thema migratie opvallend .
"In de Peilingwijzer is de PVV de voorbije week gestegen naar 22 tot 28 Kamerzetels , terwijl NSC juist wegzakt naar 19 tot 25 .",issue position,Nee,issue_no,PVV,De afgelopen maanden haalde deze afsplitsing van Forum voor Democratie meestal geen zetels bij zowel I&O Research als Ipsos .,"Omdat dat nu beide bureaus wel het geval is , is BVNL opgenomen in de Peilingwijzer ."
"In de Peilingwijzer is de PVV de voorbije week gestegen naar 22 tot 28 Kamerzetels , terwijl NSC juist wegzakt naar 19 tot 25 .",conflict,Nee,issue_no,PVV,De afgelopen maanden haalde deze afsplitsing van Forum voor Democratie meestal geen zetels bij zowel I&O Research als Ipsos .,"Omdat dat nu beide bureaus wel het geval is , is BVNL opgenomen in de Peilingwijzer ."
"In de Peilingwijzer is de PVV de voorbije week gestegen naar 22 tot 28 Kamerzetels , terwijl NSC juist wegzakt naar 19 tot 25 .",succes en falen,Ja,issue_yes,PVV,De afgelopen maanden haalde deze afsplitsing van Forum voor Democratie meestal geen zetels bij zowel I&O Research als Ipsos .,"Omdat dat nu beide bureaus wel het geval is , is BVNL opgenomen in de Peilingwijzer ."
PVV-leider Wilders ziet ' gamechanger ' na peiling De Hond,issue position,Nee,issue_no,PVV,Met grote interesse kijken ze uit naar de peilingen van de grote bureaus die begin volgende week met een nieuwe tussenstand komen .,"De NOS hanteert altijd de Peilingwijzer , met een gewogen gemiddelde van de peilingen van I&O Research en Ipsos/Eenvandaag . Maurice de Hond werkt met Peil.nl niet mee aan deze Peilingwijzer."
PVV-leider Wilders ziet ' gamechanger ' na peiling De Hond,conflict,Nee,issue_no,PVV,Met grote interesse kijken ze uit naar de peilingen van de grote bureaus die begin volgende week met een nieuwe tussenstand komen .,"De NOS hanteert altijd de Peilingwijzer , met een gewogen gemiddelde van de peilingen van I&O Research en Ipsos/Eenvandaag . Maurice de Hond werkt met Peil.nl niet mee aan deze Peilingwijzer."
PVV-leider Wilders ziet ' gamechanger ' na peiling De Hond,succes en falen,Nee,issue_no,PVV,Met grote interesse kijken ze uit naar de peilingen van de grote bureaus die begin volgende week met een nieuwe tussenstand komen .,"De NOS hanteert altijd de Peilingwijzer , met een gewogen gemiddelde van de peilingen van I&O Research en Ipsos/Eenvandaag . Maurice de Hond werkt met Peil.nl niet mee aan deze Peilingwijzer."
"Daarover waren de lijsttrekkers van VVD , D66 , PVV , SP , Partij voor de Dieren en BBB het eens in het tweede RTL Verkiezingsdebat .",issue position,Ja,issue_yes,VVD,Goedemorgen !,Maar over de beste aanpak van deze problemen lopen de meningen sterk uiteen .
"Daarover waren de lijsttrekkers van VVD , D66 , PVV , SP , Partij voor de Dieren en BBB het eens in het tweede RTL Verkiezingsdebat .",conflict,Nee,issue_no,VVD,Goedemorgen !,Maar over de beste aanpak van deze problemen lopen de meningen sterk uiteen .
"Daarover waren de lijsttrekkers van VVD , D66 , PVV , SP , Partij voor de Dieren en BBB het eens in het tweede RTL Verkiezingsdebat .",succes en falen,Nee,issue_no,VVD,Goedemorgen !,Maar over de beste aanpak van deze problemen lopen de meningen sterk uiteen .
VVD-leider Yeşilgöz heeft afstand genomen van PVV-leider Wilders .,issue position,Nee,issue_no,VVD,,Kijk hier naar de botsing tussen Yeşilgöz en Wilders
VVD-leider Yeşilgöz heeft afstand genomen van PVV-leider Wilders .,conflict,Ja,issue_yes,VVD,,Kijk hier naar de botsing tussen Yeşilgöz en Wilders
VVD-leider Yeşilgöz heeft afstand genomen van PVV-leider Wilders .,succes en falen,Nee,issue_no,VVD,,Kijk hier naar de botsing tussen Yeşilgöz en Wilders
"Op basis van de peilingen is inmiddels duidelijk dat vier partijen de meeste kans maken op de winst : VVD , NSC , GroenLinks-PvdA en PVV .",issue position,Nee,issue_no,VVD,Die onzekerheid kan een flinke invloed hebben op de verkiezingsuitslag .,"Als woensdagavond de exitpolls worden bekendgemaakt , kan er nog veel zijn veranderd ."
"Op basis van de peilingen is inmiddels duidelijk dat vier partijen de meeste kans maken op de winst : VVD , NSC , GroenLinks-PvdA en PVV .",conflict,Nee,issue_no,VVD,Die onzekerheid kan een flinke invloed hebben op de verkiezingsuitslag .,"Als woensdagavond de exitpolls worden bekendgemaakt , kan er nog veel zijn veranderd ."
"Op basis van de peilingen is inmiddels duidelijk dat vier partijen de meeste kans maken op de winst : VVD , NSC , GroenLinks-PvdA en PVV .",succes en falen,Ja,issue_yes,VVD,Die onzekerheid kan een flinke invloed hebben op de verkiezingsuitslag .,"Als woensdagavond de exitpolls worden bekendgemaakt , kan er nog veel zijn veranderd ."
"ChristenUnie constateert dat iedereen vroeg of laat te maken krijgt met mantelzorg , daarom moet er meer ruimte komen , zegt lijsttrekker Mirjam Bikker .",issue position,Ja,issue_yes,Overig,Bijna alle partijen willen iets doen om mantelzorgers te ondersteunen .,""" Zij moeten makkelijker verlof krijgen ."
"ChristenUnie constateert dat iedereen vroeg of laat te maken krijgt met mantelzorg , daarom moet er meer ruimte komen , zegt lijsttrekker Mirjam Bikker .",conflict,Nee,issue_no,Overig,Bijna alle partijen willen iets doen om mantelzorgers te ondersteunen .,""" Zij moeten makkelijker verlof krijgen ."
